<<<<<<< HEAD
prims = rho, vx, vy, vz, p, Bx, By, Bz
0.209404 0.209404 0.209404 0.209404 0.209404 0.209404 0.209405 0.209404 0.209404 
0.217117 0.217119 0.217118 0.217119 0.217119 0.217118 0.217119 0.217119 0.212145 
0.213855 0.213856 0.213855 0.213856 0.213856 0.213855 0.213856 0.213856 0.214210 
0.216641 0.216641 0.216641 0.216641 0.216641 0.216641 0.216642 0.216641 0.216563 
0.220066 0.220066 0.220066 0.220067 0.220067 0.220066 0.220067 0.220067 0.219929 
0.224031 0.224031 0.224031 0.224031 0.224031 0.224031 0.224031 0.224031 0.223825 
0.225558 0.225558 0.225558 0.225558 0.225558 0.225558 0.225559 0.225558 0.225372 
0.225311 0.225311 0.225311 0.225312 0.225312 0.225311 0.225312 0.225312 0.225197 
0.224001 0.224002 0.224001 0.224002 0.224002 0.224001 0.224002 0.224002 0.223993 
0.222439 0.222439 0.222439 0.222440 0.222440 0.222439 0.222440 0.222440 0.222542 
0.221497 0.221497 0.221497 0.221497 0.221497 0.221497 0.221497 0.221497 0.221705 
0.221281 0.221281 0.221281 0.221281 0.221281 0.221281 0.221281 0.221281 0.221547 
0.221627 0.221627 0.221626 0.221627 0.221627 0.221627 0.221627 0.221627 0.221896 
0.222455 0.222455 0.222455 0.222455 0.222455 0.222455 0.222456 0.222455 0.222719 
0.223479 0.223479 0.223479 0.223479 0.223479 0.223479 0.223479 0.223479 0.223711 
0.224390 0.224390 0.224390 0.224390 0.224390 0.224390 0.224390 0.224390 0.224582 
0.225647 0.225647 0.225647 0.225647 0.225647 0.225647 0.225647 0.225647 0.225815 
0.226663 0.226663 0.226663 0.226663 0.226663 0.226663 0.226663 0.226663 0.226734 
0.227191 0.227191 0.227191 0.227192 0.227192 0.227191 0.227192 0.227192 0.227273 
0.227507 0.227507 0.227507 0.227507 0.227507 0.227507 0.227508 0.227507 0.227586 
0.227739 0.227739 0.227738 0.227739 0.227739 0.227739 0.227739 0.227739 0.227784 
0.227624 0.227624 0.227624 0.227624 0.227624 0.227624 0.227625 0.227624 0.227650 
0.227831 0.227831 0.227831 0.227831 0.227831 0.227831 0.227832 0.227831 0.227783 
0.228419 0.228419 0.228419 0.228419 0.228419 0.228419 0.228419 0.228419 0.228244 
0.228981 0.228982 0.228981 0.228982 0.228982 0.228981 0.228982 0.228982 0.228752 
0.229062 0.229062 0.229062 0.229063 0.229063 0.229062 0.229063 0.229063 0.228814 
0.228584 0.228584 0.228584 0.228584 0.228584 0.228584 0.228585 0.228584 0.228316 
0.228731 0.228731 0.228731 0.228731 0.228731 0.228731 0.228731 0.228731 0.228343 
0.229656 0.229656 0.229655 0.229656 0.229656 0.229656 0.229656 0.229656 0.229152 
0.230542 0.230542 0.230542 0.230542 0.230542 0.230542 0.230542 0.230542 0.229999 
0.232059 0.232059 0.232059 0.232059 0.232059 0.232059 0.232059 0.232059 0.231479 
0.231476 0.231477 0.231476 0.231477 0.231477 0.231476 0.231477 0.231477 0.230930 
0.228638 0.228638 0.228638 0.228638 0.228638 0.228638 0.228638 0.228638 0.228192 
0.225928 0.225928 0.225928 0.225929 0.225929 0.225928 0.225929 0.225929 0.225615 
0.223080 0.223080 0.223079 0.223080 0.223080 0.223079 0.223080 0.223080 0.222935 
0.219658 0.219658 0.219658 0.219658 0.219658 0.219658 0.219659 0.219658 0.219715 
0.216124 0.216124 0.216124 0.216124 0.216124 0.216124 0.216125 0.216124 0.216310 
0.213190 0.213190 0.213190 0.213191 0.213191 0.213190 0.213191 0.213190 0.213408 
0.211279 0.211279 0.211279 0.211279 0.211279 0.211279 0.211279 0.211279 0.211428 
0.209988 0.209988 0.209988 0.209988 0.209988 0.209988 0.209988 0.209988 0.210143 
0.208597 0.208597 0.208597 0.208598 0.208598 0.208597 0.208598 0.208598 0.208888 
0.206115 0.206115 0.206114 0.206115 0.206115 0.206114 0.206115 0.206115 0.206387 
0.203717 0.203718 0.203717 0.203718 0.203718 0.203717 0.203718 0.203718 0.204070 
0.201711 0.201711 0.201711 0.201711 0.201711 0.201711 0.201712 0.201711 0.202069 
0.200683 0.200683 0.200682 0.200683 0.200683 0.200683 0.200683 0.200683 0.201008 
0.200548 0.200548 0.200548 0.200549 0.200549 0.200548 0.200549 0.200549 0.200850 
0.200965 0.200965 0.200965 0.200965 0.200965 0.200965 0.200965 0.200965 0.201211 
0.202145 0.202145 0.202145 0.202145 0.202145 0.202145 0.202145 0.202145 0.202334 
0.203995 0.203995 0.203995 0.203995 0.203995 0.203995 0.203996 0.203995 0.204134 
0.206450 0.206450 0.206449 0.206450 0.206450 0.206449 0.206450 0.206450 0.206496 
0.209415 0.209415 0.209415 0.209415 0.209415 0.209415 0.209416 0.209415 0.209404 
0.212172 0.212172 0.212171 0.212172 0.212172 0.212171 0.212172 0.212172 0.212145 
0.214267 0.214267 0.214267 0.214267 0.214267 0.214267 0.214268 0.214267 0.214210 
0.216666 0.216666 0.216666 0.216666 0.216666 0.216666 0.216666 0.216666 0.216563 
0.219688 0.219688 0.219688 0.219688 0.219688 0.219688 0.219688 0.219688 0.219929 
0.219313 0.219312 0.219312 0.219313 0.219313 0.219312 0.219313 0.219313 0.223825 
0.225372 0.225372 0.225372 0.225372 0.225372 0.225372 0.225372 0.225372 0.225372 
0.225197 0.225197 0.225197 0.225197 0.225197 0.225197 0.225197 0.225197 0.225197 
0.213246 0.213244 0.213244 0.213245 0.213245 0.213244 0.213245 0.213245 0.217260 
0.221996 0.221996 0.221995 0.221996 0.221996 0.221995 0.221996 0.221996 0.220475 
0.221170 0.221170 0.221169 0.221170 0.221170 0.221170 0.221170 0.221170 0.222953 
0.225583 0.225584 0.225583 0.225584 0.225584 0.225583 0.225584 0.225584 0.225443 
0.229667 0.229667 0.229667 0.229667 0.229667 0.229667 0.229667 0.229667 0.228136 
0.233882 0.233882 0.233882 0.233882 0.233882 0.233882 0.233883 0.233882 0.230983 
0.236260 0.236261 0.236260 0.236261 0.236261 0.236260 0.236261 0.236261 0.232121 
0.236844 0.236845 0.236844 0.236845 0.236845 0.236844 0.236845 0.236845 0.231636 
0.236033 0.236033 0.236033 0.236034 0.236034 0.236033 0.236034 0.236034 0.229943 
0.234715 0.234716 0.234715 0.234716 0.234716 0.234715 0.234716 0.234716 0.227782 
0.233804 0.233805 0.233804 0.233805 0.233805 0.233804 0.233805 0.233805 0.226094 
0.233658 0.233659 0.233659 0.233659 0.233659 0.233659 0.233660 0.233659 0.225088 
0.234362 0.234363 0.234363 0.234363 0.234363 0.234363 0.234363 0.234363 0.224941 
0.235935 0.235936 0.235936 0.235936 0.235936 0.235936 0.235936 0.235936 0.225756 
0.238018 0.238019 0.238019 0.238019 0.238019 0.238019 0.238019 0.238019 0.227165 
0.239546 0.239547 0.239547 0.239547 0.239547 0.239547 0.239547 0.239547 0.228326 
0.241529 0.241531 0.241531 0.241531 0.241531 0.241531 0.241531 0.241531 0.230105 
0.243208 0.243210 0.243210 0.243210 0.243210 0.243210 0.243210 0.243210 0.231739 
0.243965 0.243967 0.243967 0.243967 0.243967 0.243967 0.243967 0.243967 0.232732 
0.244568 0.244570 0.244570 0.244570 0.244570 0.244570 0.244570 0.244570 0.233757 
0.244825 0.244827 0.244826 0.244827 0.244827 0.244826 0.244827 0.244827 0.234625 
0.244351 0.244353 0.244353 0.244353 0.244353 0.244353 0.244353 0.244353 0.234949 
0.243590 0.243592 0.243591 0.243592 0.243592 0.243591 0.243592 0.243592 0.235107 
0.242594 0.242595 0.242595 0.242595 0.242595 0.242595 0.242595 0.242595 0.235114 
0.241295 0.241296 0.241295 0.241296 0.241296 0.241295 0.241296 0.241296 0.234903 
0.239433 0.239433 0.239433 0.239433 0.239433 0.239433 0.239434 0.239433 0.234220 
0.237086 0.237086 0.237086 0.237086 0.237086 0.237086 0.237086 0.237086 0.233110 
0.234846 0.234847 0.234846 0.234847 0.234847 0.234847 0.234847 0.234847 0.232207 
0.233583 0.233583 0.233583 0.233583 0.233583 0.233583 0.233583 0.233583 0.232443 
0.232940 0.232940 0.232940 0.232940 0.232940 0.232940 0.232941 0.232940 0.233357 
